,Annee,Mois,Jour,Date,Co2
729,1988,5,15,1988.3702,354.19
730,1988,5,22,1988.3893,354.65
731,1988,5,29,1988.4085,353.94
732,1988,6,5,1988.4276,354.28
733,1988,6,12,1988.4467,353.66
734,1988,6,19,1988.4658,353.34
735,1988,6,26,1988.485,353.31
736,1988,7,3,1988.5041,352.84
737,1988,7,10,1988.5232,352.99
738,1988,7,17,1988.5423,352.93
739,1988,7,24,1988.5615,351.99
740,1988,7,31,1988.5806,350.89
741,1988,8,7,1988.5997,350.82
742,1988,8,14,1988.6189,350.14
743,1988,8,21,1988.638,350.18
744,1988,8,28,1988.6571,349.53
745,1988,9,4,1988.6762,348.85
746,1988,9,11,1988.6954,349.13
747,1988,9,18,1988.7145,348.86
748,1988,9,25,1988.7336,348.75
749,1988,10,2,1988.7527,348.95
750,1988,10,9,1988.7719,348.69
751,1988,10,16,1988.7910000000002,349.3
752,1988,10,23,1988.8101,349.45
753,1988,10,30,1988.8292,349.77
754,1988,11,6,1988.8484,349.86
755,1988,11,13,1988.8675,350.15
756,1988,11,20,1988.8866,350.56
757,1988,11,27,1988.9057,350.61
758,1988,12,4,1988.9249,350.9
759,1988,12,11,1988.944,351.44
760,1988,12,18,1988.9631,351.57
761,1988,12,25,1988.9822,352.08
762,1989,1,1,1989.0014,352.48
763,1989,1,8,1989.0205,353.15
764,1989,1,15,1989.0397,353.0
765,1989,1,22,1989.0589,352.67
766,1989,1,29,1989.0781,353.31
767,1989,2,5,1989.0973,352.8
768,1989,2,12,1989.1164,353.29
769,1989,2,19,1989.1356,353.62
770,1989,2,26,1989.1548,353.77
771,1989,3,5,1989.174,353.63
772,1989,3,12,1989.1932,353.58
773,1989,3,19,1989.2123,354.09
774,1989,3,26,1989.2315,354.78
775,1989,4,2,1989.2507,354.75
776,1989,4,9,1989.2699,355.4
777,1989,4,16,1989.289,356.08
778,1989,4,23,1989.3082,356.32
779,1989,4,30,1989.3274,355.76
780,1989,5,7,1989.3466,355.58
781,1989,5,14,1989.3658,356.11
782,1989,5,21,1989.3849,355.96
783,1989,5,28,1989.4041,356.13
784,1989,6,4,1989.4233,355.57
785,1989,6,11,1989.4425,355.46
786,1989,6,18,1989.4616,354.98
787,1989,6,25,1989.4808,355.0
788,1989,7,2,1989.5,354.76
789,1989,7,9,1989.5192,354.41
790,1989,7,16,1989.5384,353.55
791,1989,7,23,1989.5575,353.26
792,1989,7,30,1989.5767,353.22
793,1989,8,6,1989.5959,352.62
794,1989,8,13,1989.6151,351.95
795,1989,8,20,1989.6342,350.75
796,1989,8,27,1989.6534,350.74
797,1989,9,3,1989.6726,350.96
798,1989,9,10,1989.6918,349.39
799,1989,9,17,1989.711,349.55
800,1989,9,24,1989.7301,349.9
801,1989,10,1,1989.7493,350.41
802,1989,10,8,1989.7685,349.86
803,1989,10,15,1989.7877,350.34
804,1989,10,22,1989.8068,350.7
805,1989,10,29,1989.826,350.44
806,1989,11,5,1989.8452,351.32
807,1989,11,12,1989.8644,351.64
808,1989,11,19,1989.8836,351.84
809,1989,11,26,1989.9027,352.05
810,1989,12,3,1989.9219,352.3
811,1989,12,10,1989.9411,353.07
812,1989,12,17,1989.9603,352.9
813,1989,12,24,1989.9795,352.98
814,1989,12,31,1989.9986,353.67
815,1990,1,7,1990.0178,353.53
816,1990,1,14,1990.037,353.93
817,1990,1,21,1990.0562,353.87
818,1990,1,28,1990.0753,354.34
819,1990,2,4,1990.0945,354.98
820,1990,2,11,1990.1137,355.03
821,1990,2,18,1990.1329,355.37
822,1990,2,25,1990.1521,355.12
823,1990,3,4,1990.1712,355.7
824,1990,3,11,1990.1904,355.73
825,1990,3,18,1990.2096,355.48
826,1990,3,25,1990.2288,356.07
827,1990,4,1,1990.2479,356.21
828,1990,4,8,1990.2671,356.11
829,1990,4,15,1990.2863,356.16
830,1990,4,22,1990.3055,356.81
831,1990,4,29,1990.3247,356.93
832,1990,5,6,1990.3438,357.65
833,1990,5,13,1990.3629999999998,357.2
834,1990,5,20,1990.3822,357.28
835,1990,5,27,1990.4014,357.33
836,1990,6,3,1990.4205,356.93
837,1990,6,10,1990.4397,356.2
838,1990,6,17,1990.4589,356.13
839,1990,6,24,1990.4781,355.74
840,1990,7,1,1990.4973,356.17
841,1990,7,8,1990.5164,354.95
842,1990,7,15,1990.5356,354.25
843,1990,7,22,1990.5548,354.33
844,1990,7,29,1990.5739999999998,353.95
845,1990,8,5,1990.5932,353.13
846,1990,8,12,1990.6123,353.41
847,1990,8,19,1990.6315,353.01
848,1990,8,26,1990.6507,351.73
849,1990,9,2,1990.6699,351.09
850,1990,9,9,1990.6889999999999,350.8
851,1990,9,16,1990.7082,351.69
852,1990,9,23,1990.7274,351.39
853,1990,9,30,1990.7466,351.33
854,1990,10,7,1990.7658,351.48
855,1990,10,14,1990.7849,351.51
856,1990,10,21,1990.8041,351.65
857,1990,10,28,1990.8233,352.33
858,1990,11,4,1990.8425,352.64
859,1990,11,11,1990.8616,353.08
860,1990,11,18,1990.8808,353.38
861,1990,11,25,1990.9,353.62
862,1990,12,2,1990.9192,353.83
863,1990,12,9,1990.9384,354.39
864,1990,12,16,1990.9575,354.26
865,1990,12,23,1990.9767,354.75
866,1990,12,30,1990.9959,354.71
867,1991,1,6,1991.0151,354.5
868,1991,1,13,1991.0342,354.93
869,1991,1,20,1991.0534,354.85
870,1991,1,27,1991.0726,355.52
871,1991,2,3,1991.0918,355.23
872,1991,2,10,1991.111,355.78
873,1991,2,17,1991.1301,356.43
874,1991,2,24,1991.1493,355.73
875,1991,3,3,1991.1685,357.08
876,1991,3,10,1991.1877,357.65
877,1991,3,17,1991.2068,357.17
878,1991,3,24,1991.226,357.39
879,1991,3,31,1991.2452,358.34
880,1991,4,7,1991.2644,357.97
881,1991,4,14,1991.2836,358.65
882,1991,4,21,1991.3027,359.26
883,1991,4,28,1991.3219,359.19
884,1991,5,5,1991.3411,358.86
885,1991,5,12,1991.3603,359.34
886,1991,5,19,1991.3795,359.65
887,1991,5,26,1991.3986,358.74
888,1991,6,2,1991.4178,358.28
889,1991,6,9,1991.4370000000001,358.45
890,1991,6,16,1991.4562,358.07
891,1991,6,23,1991.4753,357.8
892,1991,6,30,1991.4945,357.2
893,1991,7,7,1991.5137,356.67
894,1991,7,14,1991.5329,356.13
895,1991,7,21,1991.5521,355.15
896,1991,7,28,1991.5712,355.45
897,1991,8,4,1991.5904,354.5
898,1991,8,11,1991.6096,354.29
899,1991,8,18,1991.6288,353.21
900,1991,8,25,1991.6479,353.01
901,1991,9,1,1991.6671,353.04
902,1991,9,8,1991.6863,352.51
903,1991,9,15,1991.7055,351.86
904,1991,9,22,1991.7247,351.88
905,1991,9,29,1991.7438,351.66
906,1991,10,6,1991.763,352.05
907,1991,10,13,1991.7822,352.52
908,1991,10,20,1991.8014,352.69
909,1991,10,27,1991.8205,352.94
910,1991,11,3,1991.8397,353.75
911,1991,11,10,1991.8589,353.71
912,1991,11,17,1991.8781,353.83
913,1991,11,24,1991.8973,354.1
914,1991,12,1,1991.9164,354.56
915,1991,12,8,1991.9356,354.9
916,1991,12,15,1991.9548,355.14
917,1991,12,22,1991.974,355.5
918,1991,12,29,1991.9932,356.46
919,1992,1,5,1992.0123,356.11
920,1992,1,12,1992.0314,356.25
921,1992,1,19,1992.0505,356.29
922,1992,1,26,1992.0697,356.09
923,1992,2,2,1992.0888,356.89
924,1992,2,9,1992.1079,357.12
925,1992,2,16,1992.1270000000002,357.29
926,1992,2,23,1992.1462,357.26
927,1992,3,1,1992.1653,356.62
928,1992,3,8,1992.1844,357.87
929,1992,3,15,1992.2036,358.3
930,1992,3,22,1992.2227,358.77
931,1992,3,29,1992.2418,357.96
932,1992,4,5,1992.2609,359.13
933,1992,4,12,1992.2801,359.16
934,1992,4,19,1992.2992,359.65
935,1992,4,26,1992.3183,359.26
936,1992,5,3,1992.3374,359.69
937,1992,5,10,1992.3566,358.94
938,1992,5,17,1992.3757,359.13
939,1992,5,24,1992.3948,360.4
940,1992,5,31,1992.4139,360.47
941,1992,6,7,1992.4331,359.77
942,1992,6,14,1992.4522,358.88
943,1992,6,21,1992.4713,358.64
944,1992,6,28,1992.4904,358.77
945,1992,7,5,1992.5096,357.68
946,1992,7,12,1992.5287,356.93
947,1992,7,19,1992.5478,356.36
948,1992,7,26,1992.5669,355.61
949,1992,8,2,1992.5861,355.27
950,1992,8,9,1992.6052,355.62
951,1992,8,16,1992.6243,355.33
952,1992,8,23,1992.6434,354.34
953,1992,8,30,1992.6626,352.89
954,1992,9,6,1992.6817,354.07
955,1992,9,13,1992.7008,352.87
956,1992,9,20,1992.7199,352.6
957,1992,9,27,1992.7391,352.86
958,1992,10,4,1992.7582,353.24
959,1992,10,11,1992.7773,353.58
960,1992,10,18,1992.7964,353.2
961,1992,10,25,1992.8156,353.17
962,1992,11,1,1992.8347,354.26
963,1992,11,8,1992.8538,353.94
964,1992,11,15,1992.8729999999998,354.16
965,1992,11,22,1992.8921,354.72
966,1992,11,29,1992.9112,354.84
967,1992,12,6,1992.9303,355.28
968,1992,12,13,1992.9495,355.44
969,1992,12,20,1992.9686,355.99
970,1992,12,27,1992.9877,356.28
971,1993,1,3,1993.0068,356.93
972,1993,1,10,1993.026,357.22
973,1993,1,17,1993.0452,356.85
974,1993,1,24,1993.0644,357.05
975,1993,1,31,1993.0836,357.28
976,1993,2,7,1993.1027,356.99
977,1993,2,14,1993.1219,357.16
978,1993,2,21,1993.1411,357.79
979,1993,2,28,1993.1603,358.57
980,1993,3,7,1993.1795,358.32
981,1993,3,14,1993.1986,358.67
982,1993,3,21,1993.2178,357.84
983,1993,3,28,1993.237,359.19
984,1993,4,4,1993.2562,358.83
985,1993,4,11,1993.2753,359.1
986,1993,4,18,1993.2945,359.63
987,1993,4,25,1993.3137,359.75
988,1993,5,2,1993.3329,359.47
989,1993,5,9,1993.3521,360.12
990,1993,5,16,1993.3712,360.55
991,1993,5,23,1993.3904,360.75
992,1993,5,30,1993.4096,359.99
993,1993,6,6,1993.4288,359.77
994,1993,6,13,1993.4479,359.65
995,1993,6,20,1993.4671,359.18
996,1993,6,27,1993.4863,358.69
997,1993,7,4,1993.5055,357.72
998,1993,7,11,1993.5247,357.72
999,1993,7,18,1993.5438,357.1
1000,1993,7,25,1993.5629999999999,356.53
1001,1993,8,1,1993.5822,356.43
1002,1993,8,8,1993.6014,355.77
1003,1993,8,15,1993.6205,355.41
1004,1993,8,22,1993.6397,354.83
1005,1993,8,29,1993.6589,354.8
1006,1993,9,5,1993.6781,354.18
1007,1993,9,12,1993.6973,353.84
1008,1993,9,19,1993.7164,353.99
1009,1993,9,26,1993.7356,354.16
1010,1993,10,3,1993.7548,354.06
1011,1993,10,10,1993.774,353.88
1012,1993,10,17,1993.7932,354.36
1013,1993,10,24,1993.8123,354.34
1014,1993,10,31,1993.8315,354.63
1015,1993,11,7,1993.8507,355.01
1016,1993,11,14,1993.8699,355.61
1017,1993,11,21,1993.889,355.99
1018,1993,11,28,1993.9082,356.14
1019,1993,12,5,1993.9274,356.52
1020,1993,12,12,1993.9466,356.64
1021,1993,12,19,1993.9658,357.53
1022,1993,12,26,1993.9849,357.48
1023,1994,1,2,1994.0041,358.11
1024,1994,1,9,1994.0233,358.12
1025,1994,1,16,1994.0425,358.4
1026,1994,1,23,1994.0616,358.24
1027,1994,1,30,1994.0808,358.28
1028,1994,2,6,1994.1,358.92
1029,1994,2,13,1994.1192,358.64
1030,1994,2,20,1994.1384,359.39
1031,1994,2,27,1994.1575,358.88
1032,1994,3,6,1994.1767,359.35
1033,1994,3,13,1994.1959,360.46
1034,1994,3,20,1994.2151,360.6
1035,1994,3,27,1994.2342,360.81
1036,1994,4,3,1994.2534,361.09
1037,1994,4,10,1994.2726,361.01
1038,1994,4,17,1994.2918,361.3
1039,1994,4,24,1994.3110000000001,361.81
1040,1994,5,1,1994.3301,361.98
1041,1994,5,8,1994.3493,361.38
1042,1994,5,15,1994.3685,361.7
1043,1994,5,22,1994.3877,361.51
1044,1994,5,29,1994.4068,361.41
1045,1994,6,5,1994.4260000000002,360.89
1046,1994,6,12,1994.4452,360.89
1047,1994,6,19,1994.4644,360.82
1048,1994,6,26,1994.4836,360.02
1049,1994,7,3,1994.5027,359.95
1050,1994,7,10,1994.5219,359.64
1051,1994,7,17,1994.5411,359.21
1052,1994,7,24,1994.5603,358.83
1053,1994,7,31,1994.5795,358.45
1054,1994,8,7,1994.5986,357.88
1055,1994,8,14,1994.6178,357.7
1056,1994,8,21,1994.6370000000002,356.87
1057,1994,8,28,1994.6562,356.19
1058,1994,9,4,1994.6753,356.48
1059,1994,9,11,1994.6945,355.26
1060,1994,9,18,1994.7137,355.67
1061,1994,9,25,1994.7329,355.35
1062,1994,10,2,1994.7521,355.7
1063,1994,10,9,1994.7712,355.85
1064,1994,10,16,1994.7904,356.14
1065,1994,10,23,1994.8096,356.56
1066,1994,10,30,1994.8288,356.68
1067,1994,11,6,1994.8479,356.97
1068,1994,11,13,1994.8671,358.15
1069,1994,11,20,1994.8863,357.65
1070,1994,11,27,1994.9055,358.07
1071,1994,12,4,1994.9247,358.74
1072,1994,12,11,1994.9438,359.38
1073,1994,12,18,1994.963,358.82
1074,1994,12,25,1994.9822,359.34
1075,1995,1,1,1995.0014,359.7
1076,1995,1,8,1995.0205,359.54
1077,1995,1,15,1995.0397,360.37
1078,1995,1,22,1995.0589,360.03
1079,1995,1,29,1995.0781,360.14
1080,1995,2,5,1995.0973,360.76
1081,1995,2,12,1995.1164,361.05
1082,1995,2,19,1995.1356,361.01
1083,1995,2,26,1995.1548,361.68
1084,1995,3,5,1995.174,361.78
1085,1995,3,12,1995.1932,361.1
1086,1995,3,19,1995.2123,361.76
1087,1995,3,26,1995.2315,362.84
1088,1995,4,2,1995.2507,363.75
1089,1995,4,9,1995.2699,362.81
1090,1995,4,16,1995.289,363.01
1091,1995,4,23,1995.3082,363.51
1092,1995,4,30,1995.3274,362.83
1093,1995,5,7,1995.3466,363.85
1094,1995,5,14,1995.3658,364.4
1095,1995,5,21,1995.3849,363.67
1096,1995,5,28,1995.4041,363.67
1097,1995,6,4,1995.4233,363.79
1098,1995,6,11,1995.4425,363.05
1099,1995,6,18,1995.4616,362.91
1100,1995,6,25,1995.4808,362.44
1101,1995,7,2,1995.5,362.31
1102,1995,7,9,1995.5192,362.1
1103,1995,7,16,1995.5384,361.42
1104,1995,7,23,1995.5575,360.99
1105,1995,7,30,1995.5767,360.14
1106,1995,8,6,1995.5959,359.76
1107,1995,8,13,1995.6151,358.76
1108,1995,8,20,1995.6342,358.66
1109,1995,8,27,1995.6534,357.84
1110,1995,9,3,1995.6726,358.31
1111,1995,9,10,1995.6918,358.58
1112,1995,9,17,1995.711,358.77
1113,1995,9,24,1995.7301,357.59
1114,1995,10,1,1995.7493,357.81
1115,1995,10,8,1995.7685,357.72
1116,1995,10,15,1995.7877,357.99
1117,1995,10,22,1995.8068,358.23
1118,1995,10,29,1995.826,358.83
1119,1995,11,5,1995.8452,359.09
1120,1995,11,12,1995.8644,359.49
1121,1995,11,19,1995.8836,359.8
1122,1995,11,26,1995.9027,359.82
1123,1995,12,3,1995.9219,360.21
1124,1995,12,10,1995.9411,360.55
1125,1995,12,17,1995.9603,360.62
1126,1995,12,24,1995.9795,361.4
1127,1995,12,31,1995.9986,361.84
1128,1996,1,7,1996.0178,362.19
1129,1996,1,14,1996.0369,361.91
1130,1996,1,21,1996.056,362.21
1131,1996,1,28,1996.0751,362.34
1132,1996,2,4,1996.0943,362.92
1133,1996,2,11,1996.1134,363.03
1134,1996,2,18,1996.1325,363.57
1135,1996,2,25,1996.1516,363.93
1136,1996,3,3,1996.1708,364.09
1137,1996,3,10,1996.1899,363.69
1138,1996,3,17,1996.2089999999998,364.45
1139,1996,3,24,1996.2281,364.49
1140,1996,3,31,1996.2473,364.25
1141,1996,4,7,1996.2664,364.61
1142,1996,4,14,1996.2855,364.7
1143,1996,4,21,1996.3046,364.55
1144,1996,4,28,1996.3238,365.02
1145,1996,5,5,1996.3429,364.69
1146,1996,5,12,1996.362,365.47
1147,1996,5,19,1996.3811,365.28
1148,1996,5,26,1996.4003,365.04
1149,1996,6,2,1996.4194,364.97
1150,1996,6,9,1996.4385,365.28
1151,1996,6,16,1996.4577,365.07
1152,1996,6,23,1996.4768,364.5
1153,1996,6,30,1996.4959,364.42
1154,1996,7,7,1996.515,363.82
1155,1996,7,14,1996.5342,363.5
1156,1996,7,21,1996.5533,363.12
1157,1996,7,28,1996.5724,362.04
1158,1996,8,4,1996.5915,362.03
1159,1996,8,11,1996.6107,361.79
1160,1996,8,18,1996.6298,361.01
1161,1996,8,25,1996.6489,360.86
1162,1996,9,1,1996.668,360.08
1163,1996,9,8,1996.6872,359.94
1164,1996,9,15,1996.7063,359.01
1165,1996,9,22,1996.7254,359.22
1166,1996,9,29,1996.7445,359.29
1167,1996,10,6,1996.7637,359.44
1168,1996,10,13,1996.7828,359.76
1169,1996,10,20,1996.8019,359.52
1170,1996,10,27,1996.8210000000001,359.98
1171,1996,11,3,1996.8402,360.27
1172,1996,11,10,1996.8593,360.85
1173,1996,11,17,1996.8784,361.37
1174,1996,11,24,1996.8975,361.25
1175,1996,12,1,1996.9167,361.63
1176,1996,12,8,1996.9358,362.23
1177,1996,12,15,1996.9549,362.48
1178,1996,12,22,1996.974,362.32
1179,1996,12,29,1996.9932,362.76
1180,1997,1,5,1997.0123,362.96
1181,1997,1,12,1997.0315,362.97
1182,1997,1,19,1997.0507,363.5
1183,1997,1,26,1997.0699,363.2
1184,1997,2,2,1997.089,363.56
1185,1997,2,9,1997.1082,364.29
1186,1997,2,16,1997.1274,363.64
1187,1997,2,23,1997.1466,364.74
1188,1997,3,2,1997.1658,363.87
1189,1997,3,9,1997.1849,364.16
1190,1997,3,16,1997.2041,364.63
1191,1997,3,23,1997.2233,365.19
1192,1997,3,30,1997.2425,365.74
1193,1997,4,6,1997.2616,365.96
1194,1997,4,13,1997.2808,366.5
1195,1997,4,20,1997.3,366.7
1196,1997,4,27,1997.3192,366.61
1197,1997,5,4,1997.3384,366.48
1198,1997,5,11,1997.3575,366.82
1199,1997,5,18,1997.3767,367.01
1200,1997,5,25,1997.3959,366.24
1201,1997,6,1,1997.4151,366.07
1202,1997,6,8,1997.4342,365.76
1203,1997,6,15,1997.4534,365.35
1204,1997,6,22,1997.4726,365.22
1205,1997,6,29,1997.4918,365.1
1206,1997,7,6,1997.511,364.78
1207,1997,7,13,1997.5301,364.47
1208,1997,7,20,1997.5493,363.6
1209,1997,7,27,1997.5685,363.58
1210,1997,8,3,1997.5877,363.19
1211,1997,8,10,1997.6068,362.63
1212,1997,8,17,1997.626,361.19
1213,1997,8,24,1997.6452,361.54
1214,1997,8,31,1997.6644,361.44
1215,1997,9,7,1997.6836,360.08
1216,1997,9,14,1997.7027,360.33
1217,1997,9,21,1997.7219,359.88
1218,1997,9,28,1997.7411,359.99
1219,1997,10,5,1997.7603,360.53
1220,1997,10,12,1997.7795,360.72
1221,1997,10,19,1997.7986,361.02
1222,1997,10,26,1997.8178,361.3
1223,1997,11,2,1997.8370000000002,362.05
1224,1997,11,9,1997.8562,362.14
1225,1997,11,16,1997.8753,362.52
1226,1997,11,23,1997.8945,363.27
1227,1997,11,30,1997.9137,363.95
1228,1997,12,7,1997.9329,364.04
1229,1997,12,14,1997.9521,364.33
1230,1997,12,21,1997.9712,364.75
1231,1997,12,28,1997.9904,365.03
1232,1998,1,4,1998.0096,365.31
1233,1998,1,11,1998.0288,365.31
1234,1998,1,18,1998.0479,365.1
1235,1998,1,25,1998.0671,365.38
1236,1998,2,1,1998.0863,365.97
1237,1998,2,8,1998.1055,365.62
1238,1998,2,15,1998.1247,365.67
1239,1998,2,22,1998.1438,366.67
1240,1998,3,1,1998.1629999999998,367.1
1241,1998,3,8,1998.1822,366.66
1242,1998,3,15,1998.2014,366.83
1243,1998,3,22,1998.2205,367.77
1244,1998,3,29,1998.2397,368.81
1245,1998,4,5,1998.2589,368.34
1246,1998,4,12,1998.2781,368.47
1247,1998,4,19,1998.2973,368.35
1248,1998,4,26,1998.3164,369.55
1249,1998,5,3,1998.3356,369.72
1250,1998,5,10,1998.3548,368.32
1251,1998,5,17,1998.374,369.58
1252,1998,5,24,1998.3932,369.94
1253,1998,5,31,1998.4123,369.61
1254,1998,6,7,1998.4315,369.14
1255,1998,6,14,1998.4507,368.8
1256,1998,6,21,1998.4699,368.75
1257,1998,6,28,1998.489,368.19
1258,1998,7,5,1998.5082,368.41
1259,1998,7,12,1998.5274,367.73
1260,1998,7,19,1998.5466,367.9
1261,1998,7,26,1998.5658,367.1
1262,1998,8,2,1998.5849,366.9
1263,1998,8,9,1998.6041,366.23
1264,1998,8,16,1998.6233,365.54
1265,1998,8,23,1998.6425,365.34
1266,1998,8,30,1998.6616,364.74
1267,1998,9,6,1998.6808,364.32
1268,1998,9,13,1998.7,363.65
1269,1998,9,20,1998.7192,363.51
1270,1998,9,27,1998.7384,364.06
1271,1998,10,4,1998.7575,364.1
1272,1998,10,11,1998.7767,364.3
1273,1998,10,18,1998.7959,364.53
1274,1998,10,25,1998.8151,364.79
1275,1998,11,1,1998.8342,364.94
1276,1998,11,8,1998.8534,365.39
1277,1998,11,15,1998.8726,365.95
1278,1998,11,22,1998.8918,365.82
1279,1998,11,29,1998.911,366.59
1280,1998,12,6,1998.9301,366.8
1281,1998,12,13,1998.9493,367.15
1282,1998,12,20,1998.9685,367.28
1283,1998,12,27,1998.9877,367.63
1284,1999,1,3,1999.0068,367.8
1285,1999,1,10,1999.026,368.1
1286,1999,1,17,1999.0452,367.82
1287,1999,1,24,1999.0644,369.08
1288,1999,1,31,1999.0836,369.27
1289,1999,2,7,1999.1027,369.11
1290,1999,2,14,1999.1219,368.62
1291,1999,2,21,1999.1411,369.08
1292,1999,2,28,1999.1603,368.03
1293,1999,3,7,1999.1795,369.24
1294,1999,3,14,1999.1986,370.18
1295,1999,3,21,1999.2178,370.56
1296,1999,3,28,1999.237,370.66
1297,1999,4,4,1999.2562,371.73
1298,1999,4,11,1999.2753,371.51
1299,1999,4,18,1999.2945,370.29
1300,1999,4,25,1999.3137,370.6
1301,1999,5,2,1999.3329,371.52
1302,1999,5,9,1999.3521,371.07
1303,1999,5,16,1999.3712,370.58
1304,1999,5,23,1999.3904,370.72
1305,1999,5,30,1999.4096,370.71
1306,1999,6,6,1999.4288,370.39
1307,1999,6,13,1999.4479,370.41
1308,1999,6,20,1999.4671,369.89
1309,1999,6,27,1999.4863,369.78
1310,1999,7,4,1999.5055,370.05
1311,1999,7,11,1999.5247,370.13
1312,1999,7,18,1999.5438,369.09
1313,1999,7,25,1999.5629999999999,368.27
1314,1999,8,1,1999.5822,367.7
1315,1999,8,8,1999.6014,367.35
1316,1999,8,15,1999.6205,366.6
1317,1999,8,22,1999.6397,366.27
1318,1999,8,29,1999.6589,365.18
1319,1999,9,5,1999.6781,364.36
1320,1999,9,12,1999.6973,365.16
1321,1999,9,19,1999.7164,365.05
1322,1999,9,26,1999.7356,364.67
1323,1999,10,3,1999.7548,365.15
1324,1999,10,10,1999.774,365.19
1325,1999,10,17,1999.7932,365.6
1326,1999,10,24,1999.8123,365.65
1327,1999,10,31,1999.8315,365.98
1328,1999,11,7,1999.8507,366.65
1329,1999,11,14,1999.8699,366.76
1330,1999,11,21,1999.889,367.08
1331,1999,11,28,1999.9082,367.44
1332,1999,12,5,1999.9274,367.87
1333,1999,12,12,1999.9466,367.89
1334,1999,12,19,1999.9658,368.27
1335,1999,12,26,1999.9849,368.73
1336,2000,1,2,2000.0041,368.74
1337,2000,1,9,2000.0232,368.87
1338,2000,1,16,2000.0423,370.03
1339,2000,1,23,2000.0615,370.08
1340,2000,1,30,2000.0806,369.26
1341,2000,2,6,2000.0997,369.61
1342,2000,2,13,2000.1189,369.98
1343,2000,2,20,2000.138,369.36
1344,2000,2,27,2000.1571,370.11
1345,2000,3,5,2000.1762,370.07
1346,2000,3,12,2000.1954,370.64
1347,2000,3,19,2000.2145,370.93
1348,2000,3,26,2000.2336,371.13
1349,2000,4,2,2000.2527,371.06
1350,2000,4,9,2000.2719,372.0
1351,2000,4,16,2000.2910000000002,372.33
1352,2000,4,23,2000.3101,371.92
1353,2000,4,30,2000.3292,370.91
1354,2000,5,7,2000.3484,371.88
1355,2000,5,14,2000.3675,371.5
1356,2000,5,21,2000.3866,372.08
1357,2000,5,28,2000.4057,371.87
1358,2000,6,4,2000.4249,371.92
1359,2000,6,11,2000.444,371.67
1360,2000,6,18,2000.4631,371.79
1361,2000,6,25,2000.4822,371.25
1362,2000,7,2,2000.5014,370.22
1363,2000,7,9,2000.5205,370.15
1364,2000,7,16,2000.5396,369.94
1365,2000,7,23,2000.5587,369.19
1366,2000,7,30,2000.5779,368.93
1367,2000,8,6,2000.5970000000002,368.48
1368,2000,8,13,2000.6161,368.25
1369,2000,8,20,2000.6352,367.56
1370,2000,8,27,2000.6544,367.56
1371,2000,9,3,2000.6735,367.18
1372,2000,9,10,2000.6926,367.19
1373,2000,9,17,2000.7117,366.74
1374,2000,9,24,2000.7309,366.72
1375,2000,10,1,2000.75,366.65
1376,2000,10,8,2000.7691,366.73
1377,2000,10,15,2000.7883,366.99
1378,2000,10,22,2000.8074,367.47
1379,2000,10,29,2000.8265,367.85
1380,2000,11,5,2000.8456,368.05
1381,2000,11,12,2000.8648,368.59
1382,2000,11,19,2000.8839,368.48
1383,2000,11,26,2000.9029999999998,368.69
1384,2000,12,3,2000.9221,369.68
1385,2000,12,10,2000.9413,369.66
1386,2000,12,17,2000.9604,369.64
1387,2000,12,24,2000.9795,369.86
1388,2000,12,31,2000.9986,370.17
1389,2001,1,7,2001.0178,370.3
1390,2001,1,14,2001.037,370.67
1391,2001,1,21,2001.0562,370.52
1392,2001,1,28,2001.0753,371.36
1393,2001,2,4,2001.0945,371.58
1394,2001,2,11,2001.1137,371.96
1395,2001,2,18,2001.1329,371.48
1396,2001,2,25,2001.1521,371.73
1397,2001,3,4,2001.1712,372.19
1398,2001,3,11,2001.1904,372.53
1399,2001,3,18,2001.2096,372.54
1400,2001,3,25,2001.2288,372.34
1401,2001,4,1,2001.2479,372.45
1402,2001,4,8,2001.2671,373.61
1403,2001,4,15,2001.2863,373.7
1404,2001,4,22,2001.3055,373.6
1405,2001,4,29,2001.3247,373.55
1406,2001,5,6,2001.3438,373.93
1407,2001,5,13,2001.3629999999998,373.74
1408,2001,5,20,2001.3822,373.9
1409,2001,5,27,2001.4014,373.87
1410,2001,6,3,2001.4205,373.47
1411,2001,6,10,2001.4397,373.05
1412,2001,6,17,2001.4589,373.11
1413,2001,6,24,2001.4781,373.02
1414,2001,7,1,2001.4973,372.48
1415,2001,7,8,2001.5164,371.34
1416,2001,7,15,2001.5356,371.3
1417,2001,7,22,2001.5548,370.87
1418,2001,7,29,2001.5739999999998,370.88
1419,2001,8,5,2001.5932,369.92
1420,2001,8,12,2001.6123,369.2
1421,2001,8,19,2001.6315,369.32
1422,2001,8,26,2001.6507,369.28
1423,2001,9,2,2001.6699,368.33
1424,2001,9,9,2001.6889999999999,368.56
1425,2001,9,16,2001.7082,368.05
1426,2001,9,23,2001.7274,367.81
1427,2001,9,30,2001.7466,368.07
1428,2001,10,7,2001.7658,368.29
1429,2001,10,14,2001.7849,368.18
1430,2001,10,21,2001.8041,368.71
1431,2001,10,28,2001.8233,369.12
1432,2001,11,4,2001.8425,369.09
1433,2001,11,11,2001.8616,369.83
1434,2001,11,18,2001.8808,370.22
1435,2001,11,25,2001.9,370.44
1436,2001,12,2,2001.9192,370.78
1437,2001,12,9,2001.9384,371.23
1438,2001,12,16,2001.9575,371.26
1439,2001,12,23,2001.9767,371.69
